episode,episode_start_step,episode_end_step,episode_length,termination_reason,urgency_position_ratio_exact,speed_diff_modifier_exact,max_participants_exact,ignore_vehicles_go_exact,total_vehicles_exited,total_collisions,total_deadlocks,max_deadlock_severity,avg_throughput,avg_acceleration,total_controlled_vehicles,total_reward,episode_simulation_time,total_simulation_time,episode_start_time,simulation_start_time,episode_duration_hours,total_duration_hours
313,29966,30095,129,Reached exactly 128 steps,1.3108385801315308,13.0,4,46.0,87,0,0,0.0,3600.0,1.2577499929152138,3331,-4197.94642857144,5.47,10338.45,2025-09-01 19:19:11,2025-09-01 16:26:58,0.002,2.872
314,30095,30224,129,Reached exactly 128 steps,1.230998992919922,14.0,4,42.0,108,0,0,0.0,3600.0,1.259451055470309,3446,-1380.3821428571418,8.1,10702.4,2025-09-01 19:25:12,2025-09-01 16:26:58,0.002,2.973
315,30224,30284,60,Severe deadlock detected by environment (IMMEDIATE),1.8737733364105225,9.0,3,44.0,65,64,0,0.0,3600.0,1.2608809965598695,3512,-6324.802813852815,184.48,10878.78,2025-09-01 19:25:12,2025-09-01 16:26:58,0.051,3.022
316,30284,30312,28,Severe deadlock detected by environment (IMMEDIATE),0.7351047396659851,-4.0,3,33.0,33,28,0,0.0,3600.0,1.2627276035863737,3552,-3183.9975524475526,98.71,10980.64,2025-09-01 19:28:20,2025-09-01 16:26:58,0.027,3.05
317,30312,30349,37,Severe deadlock detected by environment (IMMEDIATE),0.8813125491142273,10.0,4,35.0,21,38,0,0.0,3600.0,1.2612692806639203,3577,-4250.184523809524,110.58,11094.97,2025-09-01 19:30:03,2025-09-01 16:26:58,0.031,3.082
318,30349,30478,129,Reached exactly 128 steps,1.3275054693222046,4.0,4,46.0,110,0,0,0.0,3600.0,1.2641667154515428,3688,-1776.2620795870791,349.33,11447.08,2025-09-01 19:37:45,2025-09-01 16:26:58,0.097,3.18
319,30478,30607,129,Reached exactly 128 steps,0.9179206490516664,-5.0,5,46.0,113,0,0,0.0,3600.0,1.2620741942119358,3803,-327.6462037962057,5.74,11796.42,2025-09-01 19:43:29,2025-09-01 16:26:58,0.002,3.277
320,30607,30634,27,Severe deadlock detected by environment (IMMEDIATE),1.3400341272354126,13.0,4,27.0,17,6,0,0.0,3600.0,1.2627662690164447,3822,-1134.2011904761907,84.15,11874.83,2025-09-01 19:43:29,2025-09-01 16:26:58,0.023,3.299
321,30634,30763,129,Reached exactly 128 steps,1.581010103225708,4.0,4,32.0,84,0,0,0.0,3600.0,1.26399784992417,3908,-1093.2964285714277,317.27,12194.23,2025-09-01 19:50:12,2025-09-01 16:26:58,0.088,3.387
322,30763,30785,22,Severe deadlock detected by environment (IMMEDIATE),1.658779501914978,-8.0,5,37.0,28,9,0,0.0,3600.0,1.2568530364998116,3943,-1347.0141400266402,76.62,12270.86,2025-09-01 19:50:12,2025-09-01 16:26:58,0.021,3.409
323,30785,30801,16,Severe deadlock detected by environment (IMMEDIATE),1.4604218006134033,5.0,5,45.0,10,7,0,0.0,3600.0,1.2571191695693997,3959,-1348.970238095238,49.69,12325.08,2025-09-01 19:51:34,2025-09-01 16:26:58,0.014,3.424
